"GEO_NAME","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","C1_COUNT_TOTAL"
"L5W",398,"Non-official languages",12060
"L6A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",88930
"L6A",384,"English only",79230
"L6A",385,"French only",40
"L6A",386,"English and French",5705
"L6A",387,"Neither English nor French",3960
"L6A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",88930
"L6A",389,"English",83655
"L6A",390,"French",550
"L6A",391,"English and French",815
"L6A",392,"Neither English nor French",3915
"L6A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",88930
"L6A",394,"Single responses",82830
"L6A",395,"Official languages",37585
"L6A",396,"English",37130
"L6A",397,"French",455
"L6A",398,"Non-official languages",45240
"L6B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",34440
"L6B",384,"English only",30045
"L6B",385,"French only",15
"L6B",386,"English and French",2070
"L6B",387,"Neither English nor French",2305
"L6B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",34440
"L6B",389,"English",31710
"L6B",390,"French",205
"L6B",391,"English and French",255
"L6B",392,"Neither English nor French",2275
"L6B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",34440
"L6B",394,"Single responses",31525
"L6B",395,"Official languages",13805
"L6B",396,"English",13625
"L6B",397,"French",185
"L6B",398,"Non-official languages",17720
"L6C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",51735
"L6C",384,"English only",43625
"L6C",385,"French only",15
"L6C",386,"English and French",3000
"L6C",387,"Neither English nor French",5095
"L6C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",51735
"L6C",389,"English",45950
"L6C",390,"French",275
"L6C",391,"English and French",460
"L6C",392,"Neither English nor French",5045
"L6C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",51735
"L6C",394,"Single responses",48140
"L6C",395,"Official languages",14455
"L6C",396,"English",14215
"L6C",397,"French",235
"L6C",398,"Non-official languages",33690
"L6E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",38390
"L6E",384,"English only",32355
"L6E",385,"French only",15
"L6E",386,"English and French",2220
"L6E",387,"Neither English nor French",3795
"L6E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",38390
"L6E",389,"English",34085
"L6E",390,"French",225
"L6E",391,"English and French",330
"L6E",392,"Neither English nor French",3755
"L6E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",38390
"L6E",394,"Single responses",35335
"L6E",395,"Official languages",12425
"L6E",396,"English",12240
"L6E",397,"French",180
"L6E",398,"Non-official languages",22915
"L6G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",8365
"L6G",384,"English only",7240
"L6G",385,"French only",5
"L6G",386,"English and French",320
"L6G",387,"Neither English nor French",800
"L6G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",8365
"L6G",389,"English",7480
"L6G",390,"French",50
"L6G",391,"English and French",55
"L6G",392,"Neither English nor French",785
"L6G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",8365
"L6G",394,"Single responses",7700
"L6G",395,"Official languages",2085
"L6G",396,"English",2040
"L6G",397,"French",45
"L6G",398,"Non-official languages",5610
"L6H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",72335
"L6H",384,"English only",63230
"L6H",385,"French only",60
"L6H",386,"English and French",7155
"L6H",387,"Neither English nor French",1890
"L6H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",72335
"L6H",389,"English",68650
"L6H",390,"French",940
"L6H",391,"English and French",880
"L6H",392,"Neither English nor French",1855
"L6H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",72335
"L6H",394,"Single responses",67465
"L6H",395,"Official languages",39980
"L6H",396,"English",39120
"L6H",397,"French",855
"L6H",398,"Non-official languages",27490
"L6J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",24190
"L6J",384,"English only",20560
"L6J",385,"French only",5
"L6J",386,"English and French",3075
"L6J",387,"Neither English nor French",545
"L6J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",24190
"L6J",389,"English",23130
"L6J",390,"French",325
"L6J",391,"English and French",190
"L6J",392,"Neither English nor French",535
"L6J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",24190
"L6J",394,"Single responses",23255
"L6J",395,"Official languages",16115
"L6J",396,"English",15810
"L6J",397,"French",300
"L6J",398,"Non-official languages",7140
"L6K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",14065
"L6K",384,"English only",12240
"L6K",385,"French only",10
"L6K",386,"English and French",1415
"L6K",387,"Neither English nor French",400
"L6K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",14065
"L6K",389,"English",13315
"L6K",390,"French",255
"L6K",391,"English and French",100
"L6K",392,"Neither English nor French",395
"L6K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",14065
"L6K",394,"Single responses",13405
"L6K",395,"Official languages",9020
"L6K",396,"English",8780
"L6K",397,"French",240
"L6K",398,"Non-official languages",4385
"L6L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",29930
"L6L",384,"English only",26095
"L6L",385,"French only",20
"L6L",386,"English and French",3445
"L6L",387,"Neither English nor French",375
"L6L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",29930
"L6L",389,"English",28720
"L6L",390,"French",585
"L6L",391,"English and French",260
"L6L",392,"Neither English nor French",365
"L6L",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",29930
"L6L",394,"Single responses",28600
"L6L",395,"Official languages",20870
"L6L",396,"English",20340
"L6L",397,"French",530
"L6L",398,"Non-official languages",7730
"L6M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",72395
"L6M",384,"English only",62410
"L6M",385,"French only",50
"L6M",386,"English and French",8295
"L6M",387,"Neither English nor French",1640
"L6M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",72395
"L6M",389,"English",68650
"L6M",390,"French",1165
"L6M",391,"English and French",975
"L6M",392,"Neither English nor French",1605
"L6M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",72395
"L6M",394,"Single responses",67185
"L6M",395,"Official languages",39240
"L6M",396,"English",38200
"L6M",397,"French",1035
"L6M",398,"Non-official languages",27945
"L6P",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",90750
"L6P",384,"English only",80560
"L6P",385,"French only",40
"L6P",386,"English and French",3680
"L6P",387,"Neither English nor French",6475
"L6P",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",90750
"L6P",389,"English",83350
"L6P",390,"French",255
"L6P",391,"English and French",725
"L6P",392,"Neither English nor French",6420
"L6P",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",90750
"L6P",394,"Single responses",82330
"L6P",395,"Official languages",28460
"L6P",396,"English",28295
"L6P",397,"French",170
"L6P",398,"Non-official languages",53865
"L6R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",93365
"L6R",384,"English only",82745
"L6R",385,"French only",25
"L6R",386,"English and French",3835
"L6R",387,"Neither English nor French",6760
"L6R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",93365
"L6R",389,"English",85565
"L6R",390,"French",340
"L6R",391,"English and French",785
"L6R",392,"Neither English nor French",6675
"L6R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",93365
"L6R",394,"Single responses",85025
"L6R",395,"Official languages",31510
